associated_finding_of|has_associated_finding|1|
associated_morphology_of|has_associated_morphology|1|
causative_agent_of|has_causative_agent|1|
component_of|has_component|1|
course_of|has_course|1|
definitional_manifestation_of|has_definitional_manifestation|1|
direct_device_of|has_direct_device|1|
direct_morphology_of|has_direct_morphology|1|
direct_substance_of|has_direct_substance|1|
episodicity_of|has_episodicity|1|
finding_site_of|has_finding_site|1|
focus_of|has_focus|1|
indirect_morphology_of|has_indirect_morphology|1|
intent_of|has_intent|1|
interpretation_of|has_interpretation|1|
inverse_is_a|is_a|1|
inverse_may_be_a|may_be_a|1|
inverse_was_a|was_a|1|
is_interpreted_by|interprets|1|
laterality_of|has_laterality|1|
moved_from|moved_to|1|
onset_of|has_onset|1|
pathological_process_of|has_pathological_process|1|
priority_of|has_priority|1|
procedure_site_of|has_procedure_site|1|
recipient_category_of|has_recipient_category|1|
replaces|replaced_by|1|
revision_status_of|has_revision_status|1|
severity_of|has_severity|1|
specimen_of|has_specimen|1|
specimen_procedure_of|has_specimen_procedure|1|
specimen_source_identity_of|has_specimen_source_identity|1|
specimen_source_morphology_of|has_specimen_source_morphology|1|
specimen_source_topography_of|has_specimen_source_topography|1|
specimen_substance_of|has_specimen_substance|1|
subject_of_information_of|has_subject_of_information|1|
temporally_followed_by|temporally_follows|1|
expanded_form_of|has_expanded_form|1|
has_expanded_form|expanded_form_of|1|
has_indirect_device|indirect_device_of|1|
indirect_device_of|has_indirect_device|1|
has_measurement_method|measurement_method_of|1|
measurement_method_of|has_measurement_method|1|
has_scale_type|scale_type_of|1|
scale_type_of|has_scale_type|1|
has_time_aspect|time_aspect_of|1|
time_aspect_of|has_time_aspect|1|
has_xml_form|xml_form_of|1|
xml_form_of|has_xml_form|1|
has_plain_text_form|plain_text_form_of|1|
plain_text_form_of|has_plain_text_form|1|
associated_genetic_condition|associated_disease|1|
associated_disease|associated_genetic_condition|1|
british_form_of|has_british_form|1|
has_british_form|british_form_of|1|
see_also|see_also_from|1|
see_also_from|see_also|1|
has_system|system_of|1|
system_of|has_system|1|
has_supersystem|supersystem_of|1|
supersystem_of|has_supersystem|1|
has_divisor|divisor_of|1|
divisor_of|has_divisor|1|
has_suffix|suffix_of|1|
suffix_of|has_suffix|1|
has_scale|scale_of|1|
scale_of|has_scale|1|
has_challenge|challenge_of|1|
challenge_of|has_challenge|1|
has_adjustment|adjustment_of|1|
adjustment_of|has_adjustment|1|
permuted_term_of|has_permuted_term|1|
has_permuted_term|permuted_term_of|1|
sib_in_isa|sib_in_isa|1|
has_mechanism_of_action|mechanism_of_action_of|1|
mechanism_of_action_of|has_mechanism_of_action|1|
has_physiologic_effect|physiologic_effect_of|1|
physiologic_effect_of|has_physiologic_effect|1|
drug_contraindicated_for|has_contraindicated_drug|1|
has_contraindicated_drug|drug_contraindicated_for|1|
has_effect|effect_of|1|
effect_of|has_effect|1|
contraindicated_with|has_contraindication|1|
has_contraindication|contraindicated_with|1|
has_action|action_of|1|
action_of|has_action|1|
has_pharmacokinetics|pharmacokinetics_of|1|
pharmacokinetics_of|has_pharmacokinetics|1|
induces|induced_by|1|
induced_by|induces|1|
may_diagnose|may_be_diagnosed_by|1|
may_be_diagnosed_by|may_diagnose|1|
may_prevent|may_be_prevented_by|1|
may_be_prevented_by|may_prevent|1|
may_treat|may_be_treated_by|1|
may_be_treated_by|may_treat|1|
metabolized_by|metabolizes|1|
metabolizes|metabolized_by|1|
site_of_metabolism|metabolic_site_of|1|
metabolic_site_of|site_of_metabolism|1|
sib_in_tributary_of|sib_in_tributary_of|1|
sib_in_branch_of|sib_in_branch_of|1|
sib_in_part_of|sib_in_part_of|1|
due_to|cause_of|1|
cause_of|due_to|1|
has_indirect_prodecure_site|indirect_prodecure_site_of|1|
indirect_prodecure_site_of|has_indirect_prodecure_site|1|
has_prodecure_device|prodecure_device_of|1|
prodecure_device_of|has_prodecure_device|1|
has_indirect_procedure_site|indirect_procedure_site_of|1|
indirect_procedure_site_of|has_indirect_procedure_site|1|
has_direct_procedure_site|direct_procedure_site_of|1|
direct_procedure_site_of|has_direct_procedure_site|1|
has_temporal_context|temporal_context_of|1|
temporal_context_of|has_temporal_context|1|
has_finding_context|finding_context_of|1|
finding_context_of|has_finding_context|1|
has_subject_relationship_context|subject_relationship_context_of|1|
subject_relationship_context_of|has_subject_relationship_context|1|
has_procedure_context|procedure_context_of|1|
procedure_context_of|has_procedure_context|1|
has_associated_procedure|associated_procedure_of|1|
associated_procedure_of|has_associated_procedure|1|
occurs_after|occurs_before|1|
occurs_before|occurs_after|1|
has_procedure_device|procedure_device_of|1|
procedure_device_of|has_procedure_device|1|
has_procedure_morphology|procedure_morphology_of|1|
procedure_morphology_of|has_procedure_morphology|1|
